building_address,tenant_name,occupancy_status,availability_status,retail_type,retail_sub_type,retailer_footprint,retail_price_point,retailer_heritage,retailer_value,retailer_occurence,location_quality,premise_quality,quality_ranking,class_mix,corner_store,percent_of_bldg_retail,premise_type,basement_sf,ground_fl_sf,mezzazine,upper_fl_sf,step_up_or_down,number_of_retail_stories,street_frontage,approx_retail_sf,street_frontage_ratio,ceiling,contains_retail,submarket,total_number_of_retail_space,total_retail_space,zip_code,xcord,ycord,building_status,borocode,borough,bbl,block,lot,frequency_of_demand,location_appearance,walkability_score,viability_score,demographic,zip_code_from,zip_code_to,submarket_health_index,gentrifcation_score,footfall_index,block_appeal,target_shopper_profile,stability_index,growth_index,retailer_viability,venting,social_media,total_bldg_front,active
555 LaGuardia Place ,Citibank ,Occupied,Unavailable,Bank,Bank,National Chain,$$,North American,,,2 - Average,2 - Average,4,Average,Yes,30 ,Street Frontage,0,7981.5,0,0,None,1,60,7981.5,133.025,Standard,Yes,NoHo,7,26605,10012,984799,204683,Existing,1,Manhattan,1-533-10,533,10,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
547 LaGuardia Place ,NYU ,Occupied,Unavailable,Other Services,Other Services,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,10 ,Street Frontage,0,2660.5,0,0,None,1,35,2660.5,76.0142857142857,Standard,Yes,NoHo,7,26605,10012,984799,204683,Existing,1,Manhattan,1-533-10,533,10,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
545 LaGuardia Place ,Vacant,Vacant,Unavailable,,,,,,,,2 - Average,2 - Average,4,Average,No,5 ,Street Frontage,0,1330.25,0,0,None,1,30,1330.25,44.3416666666667,High,Yes,NoHo,7,26605,10012,984799,204683,Existing,1,Manhattan,1-533-10,533,10,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
543 LaGuardia Place ,Favela Cubana ,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club","Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,5 ,Street Frontage,0,1330.25,0,0,None,1,30,1330.25,44.3416666666667,Standard,Yes,NoHo,7,26605,10012,984799,204683,Existing,1,Manhattan,1-533-10,533,10,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
541 LaGuardia Place ,Vacant,Vacant,Unavailable,,,,,,,,2 - Average,2 - Average,4,Average,No,10 ,Street Frontage,0,2660.5,0,0,Step up,1,25,2660.5,106.42,Standard,Yes,NoHo,7,26605,10012,984799,204683,Existing,1,Manhattan,1-533-10,533,10,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
537 LaGuardia Place ,Bareburger ,Occupied,Unavailable,Restaurant & Bar,Restaurant,Regional Chain,$$,North American,,,2 - Average,2 - Average,4,Average,No,20 ,Street Frontage,0,1833,0,0,None,1,30,1833,61.1,Standard,Yes,NoHo,7,26605,10012,984799,204683,Existing,1,Manhattan,1-533-10,533,10,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
539 LaGuardia Place ,Vacant ,Vacant,Available,Blank,,,,,,,2 - Average,2 - Average,4,Average,No,20 ,Street Frontage,0,5321,0,0,None,1,30,5321,177.366666666667,Standard,Yes,NoHo,7,26605,10012,984799,204683,Existing,1,Manhattan,1-533-10,533,10,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
210 Thompson Street ,Generation Records ,Occupied,Unavailable,Electronics,Music and Movies,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,33 ,Street Frontage,,3078,,,None,1,60,3078,51.3,Standard,Yes,NoHo,3,9329,10012,984496,204771,Existing,1,Manhattan,1-537-1,537,1,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
210 Thompson ,Boyd Authentic Thai ,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,Asian,,,2 - Average,2 - Average,4,Average,No,33 ,Street Frontage,0,3078,0,0,None,1,50,3078,61.56,Standard,Yes,NoHo,3,9329,10012,984496,204771,Existing,1,Manhattan,1-537-1,537,1,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
208 Thompson Street,Poro Bello Restaurant ,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,European,,,2 - Average,2 - Average,4,Average,No,33 ,Street Frontage,0,3078,0,0,None,1,50,3078,61.56,Standard,Yes,NoHo,3,9329,10012,984496,204771,Existing,1,Manhattan,1-537-1,537,1,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
230 Thompson Street,Coffee U Games,Occupied,Unavailable,Grocery,"Butcher, Bakery, Seafood, Cheese, Chocolate, Tea & Coffee, Other Specialized Food","Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,50 ,Street Frontage,0,1475,0,0,None,1,50,1475,29.5,High,Yes,NoHo,2,2950,10012,984624,204991,Existing,1,Manhattan,1-537-12,537,12,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
230 Thompson Street,Pluck U ,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,50 ,Street Frontage,0,1475,0,0,None,1,40,1475,36.875,Standard,Yes,NoHo,2,2950,10012,984624,204991,Existing,1,Manhattan,1-537-12,537,12,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
76 W 3rd Street,The Half Pint ,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club","Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,Yes,60 ,Street Frontage,0,2337,0,0,None,1,70,2337,33.3857142857143,Standard,Yes,NoHo,3,3895,10012,984657,205040,Existing,1,Manhattan,1-537-13,537,13,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
234 Thompson Street,Padma Tibetan Handicrafts Inc.,Occupied,Unavailable,Apparel,Clothing,"Independent local, Local Chain",$$,European,,,2 - Average,2 - Average,4,Average,No,10 ,Street Frontage,0,389,0,0,Step up,1,20,389,19.45,Standard,Yes,NoHo,3,3895,10012,984657,205040,Existing,1,Manhattan,1-537-13,537,13,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
234 Thompson Street,Dunkin Donuts ,Occupied,Unavailable,Grocery,"Butcher, Bakery, Seafood, Cheese, Chocolate, Tea & Coffee, Other Specialized Food",National Chain,$$,North American,,,2 - Average,2 - Average,4,Average,No,30 ,Street Frontage,0,1168,0,0,None,1,30,1168,38.9333333333333,Standard,Yes,NoHo,3,3895,10012,984657,205040,Existing,1,Manhattan,1-537-13,537,13,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
145 Bleecker Street,The Peculier Pub ,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club","Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,50 ,Street Frontage,0,800,0,0,None,1,40,800,20,Standard,Yes,NoHo,2,1600,10012,984510,204642,Existing,1,Manhattan,1-537-34,537,34,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
145 Bleecker Street,Choga Grill & BBQ,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,Asian,,,2 - Average,2 - Average,4,Average,No,50 ,Street Frontage,0,0,0,800,None,1,45,800,17.7777777777778,Standard,Yes,NoHo,2,1600,10012,984510,204642,Existing,1,Manhattan,1-537-34,537,34,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
149 Bleecker ,Wicked Willy's ,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club","Independent local, Local Chain",$$,North American,,,3 - High Quality,2 - Average,5,Good,No,50 ,Street Frontage,0,2658,0,0,None,1,45,2658,59.0666666666667,Standard,Yes,NoHo,2,5316,10012,984462,204673,Existing,1,Manhattan,1-537-36,537,36,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
149 Bleecker St,Terra Blues ,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club","Independent local, Local Chain",$$,North American,,,3 - High Quality,2 - Average,5,Good,No,50 ,Street Frontage,0,0,0,2658,Step up,1,45,2658,59.0666666666667,Standard,Yes,NoHo,2,5316,10012,984462,204673,Existing,1,Manhattan,1-537-36,537,36,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
151 Bleecker Street,The Red Lion ,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club","Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,Yes,50 ,Street Frontage,0,2598,0,0,None,1,80,2598,32.475,Standard,Yes,NoHo,3,5195,10012,984424,204698,Existing,1,Manhattan,1-537-37,537,37,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
206 Thompson Street,Classic Smoke Shop,Occupied,Unavailable,General Merchandise,Department Store,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,10 ,Street Frontage,0,519,0,0,None,1,25,519,20.76,Standard,Yes,NoHo,3,5195,10012,984424,204698,Existing,1,Manhattan,1-537-37,537,37,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
206 Thompson St,The Malt Shop,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,40 ,Street Frontage,0,2078,0,0,None,1,65,2078,31.9692307692308,Standard,Yes,NoHo,3,5195,10012,984424,204698,Existing,1,Manhattan,1-537-37,537,37,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
218 Thompson Street,Stella Dallas Vintage Clothes ,Occupied,Unavailable,Apparel,Clothing,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,60 ,Street Frontage,0,1837,0,0,None,1,55,1837,33.4,Standard,Yes,NoHo,3,3062,10012,984546,204860,Existing,1,Manhattan,1-537-6,537,6,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
218 Thompson Street,Purdy Girl ,Occupied,Unavailable,Apparel,Clothing,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,20 ,Street Frontage,0,612,0,0,None,1,25,612,24.48,Standard,Yes,NoHo,3,3062,10012,984546,204860,Existing,1,Manhattan,1-537-6,537,6,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
220 Thompson ,Ardent Property Group ,Occupied,Unavailable,Other Services,Other Services,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,20 ,Street Frontage,0,612,0,0,None,1,30,612,20.4,Standard,Yes,NoHo,3,3062,10012,984546,204860,Existing,1,Manhattan,1-537-6,537,6,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
542 La Guardia Place,Nails Spa,Occupied,Unavailable,Personal Services,Nail Studio,"Independent local, Local Chain",$$,Asian,,,2 - Average,2 - Average,4,Average,No,75 ,Street Frontage,0,2559,0,0,None,1,20,2559,127.95,Standard,Yes,NoHo,2,3412,10012,984654,204859,Existing,1,Manhattan,1-537-7502,537,7502,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
542 La Guardia Place B,World Cleaners,Occupied,Unavailable,"Laundry, Dry Cleaning","Laundry, Dry Cleaning","Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,25 ,Street Frontage,0,853,0,0,None,1,10,853,85.3,Standard,Yes,NoHo,2,3412,10012,984654,204859,Existing,1,Manhattan,1-537-7502,537,7502,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
222 Thompson Street,Thompson Wine & Spirits ,Occupied,Unavailable,Liquor Store,Liquor Store,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,30 ,Street Frontage,0,918,0,0,None,1,35,918,26.2285714285714,Standard,Yes,NoHo,2,3060,10012,984573,204901,Existing,1,Manhattan,1-537-8,537,8,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
224 Thompson Street,Cuba Restaurant ,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,South American,,,2 - Average,2 - Average,4,Average,No,70 ,Street Frontage,0,2142,0,0,None,1,50,2142,42.84,Standard,Yes,NoHo,2,3060,10012,984573,204901,Existing,1,Manhattan,1-537-8,537,8,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
227 Sullivan Street A,Dumpling Kingdom,Occupied,Unavailable,Restaurant & Bar,Take-out,"Independent local, Local Chain",$$,Asian,,,2 - Average,1- Low End,3,Average,No,50 ,Street Frontage,0,925,0,0,None,1,15,925,61.6666666666667,Standard,Yes,NoHo,2,1850,10012,984405,205086,Existing,1,Manhattan,1-539-10,539,10,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
227 Sullivan Street B,Sacred Chow ,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,Asian,,,2 - Average,2 - Average,4,Average,No,50 ,Street Frontage,0,925,0,0,None,1,10,925,92.5,Standard,Yes,NoHo,2,1850,10012,984405,205086,Existing,1,Manhattan,1-539-10,539,10,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
229 Sullivan Street B,Shoe Repair ,Occupied,Unavailable,Other Services,Other Services,"Independent local, Local Chain",$$,North American,,,2 - Average,1- Low End,3,Average,No,50 ,Street Frontage,0,925,0,0,None,1,10,925,92.5,Standard,Yes,NoHo,2,1850,10012,984418,205107,Existing,1,Manhattan,1-539-11,539,11,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
229 Sullivan Street A,Salon G,Occupied,Unavailable,Personal Services,"Hair Studio, Barber","Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,50 ,Street Frontage,0,925,0,0,None,1,10,925,92.5,Standard,Yes,NoHo,2,1850,10012,984418,205107,Existing,1,Manhattan,1-539-11,539,11,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
241 Sullivan Street,Shade Bar ,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,European,,,2 - Average,2 - Average,4,Average,Yes,34 ,Street Frontage,0,950.64,0,0,None,1,40,950.64,23.766,Standard,Yes,NoHo,3,2796,10012,984439,205185,Existing,1,Manhattan,1-539-14,539,14,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
